date,Baie au Saumon,Baie de Gaspe,Baie de plaisance,Baie des Belles Amours,Bassin du Havre Aubert,Cascapedia,Grande Riviere,Grande-Entree,Ile Bonaventure,La jetee de Cap-aux-Meules,Lagune de Havre-aux-Maisons,Marina de Cap-aux-Meules,Marina de Chandler,Marina de Gaspe,Marina de Havre Aubert,Marina de Havre St-Pierre,Marina de Rimouski,Marina de Sainte-Anne-des-Monts,Marina de Sept-iles,Marina de Tadoussac,Marina de l Anse-a-Beaufils,Marina du Havre-aux-Maisons,Mine Seleine,Mont-Louis,Newport,Port de Gros Cacouna,Port-Cartier Quai de Arcelor Mital,Quai CTMA Chandler,Quai Ivan Quinn,Quai commercial de Baie-Comeau,Quai commercial de Cap-aux-Meules,Quai de Mingan,Quai de Pointe-Basse,Quai de Sainte-Therese,Quai de la Relance,Quai des Pilotes des Escoumins,Quai des pecheurs de Cap-aux-Meules,Riviere au Renard,Site aquicole de Grande Entree,Site aquicole de Paspebiac,Site aquicole de Sept-Iles,St-Simeon,Tourelle,Tracadigache
2015-09-23,,15.452,,9.499,,,14.801,17.118,,,17.92,17.574,,15.61,17.854,12.534,,,12.066,,14.639,17.44,17.79,,15.044,,,,17.215,,17.398,,17.599,,12.323,,,11.631,17.368,14.899,,,,16.02
2015-09-24,,15.01,,8.898,,,14.498,16.982,,,17.541,17.069,,14.773,17.365,11.282,,,11.451,,14.872,17.128,17.342,,14.381,,,,16.475,,16.626,,17.119,,12.362,,,11.856,17.134,15.569,,,,15.254
2015-09-25,,13.489,,7.725,,,14.275,15.624,,,15.684,15.713,,13.466,14.933,8.653,,,9.632,,14.526,14.642,16.188,,14.025,,,,14.659,,15.861,,15.302,,11.209,,,11.249,15.962,15.517,,,,14.175
2015-09-26,,13.016,,6.898,,,13.787,14.372,,,14.318,14.994,,12.671,13.329,5.917,,,8.551,,14.464,13.479,15.074,,13.396,,,,14.089,,15.334,,14.58,,10.324,,,10.755,14.611,15.211,,,,13.019
2015-09-27,,12.744,,6.431,,,13.706,13.987,,,14.088,14.755,,12.493,13.239,5.417,,,9.174,,13.929,13.479,14.184,,13.422,,,,14.732,,15.095,,14.516,,7.349,,,10.542,13.936,14.273,,,,12.012
2015-09-28,,13.179,,6.656,,,13.987,14.535,,,14.377,14.914,,13.004,14.43,4.976,,,9.696,,13.375,14.354,14.377,,13.911,,,,14.764,,15.142,,15.26,,6.24,,,11.181,14.212,14.285,,,,11.637
2015-09-29,,13.803,,7.262,,,,15.114,,,15.021,15.65,,,16.18,4.52,,,9.135,,,15.819,15.988,,,,,,15.411,,15.603,,16.148,,6.816,,,11.981,14.826,15.159,,,,11.552
2015-09-30,,13.557,,7.632,,,,15.559,,,15.797,16.323,,,16.854,4.27,,,5.481,,,16.545,16.435,,,,,,16.106,,16.158,,16.157,,9.059,,,,15.397,15.354,,,,12.975
2015-10-01,,12.481,,7.925,,,,15.39,,,15.758,15.953,,,15.975,7.496,,,3.854,,,15.728,15.717,,,,,,15.841,,13.793,,15.107,,8.974,,,,15.282,15.322,,,,13.674
2015-10-02,,11.919,,6.948,,,,13.821,,,14.017,14.412,,,13.172,6.791,,,4.637,,,13.181,13.732,,,,,,14.194,,14.078,,13.683,,7.021,,,,14.278,14.717,,,,13.476
2015-10-03,,11.507,,7.444,,,,12.824,,,12.856,13.245,,,11.503,6.976,,,4.964,,,11.593,12.721,,,,,,12.908,,14.26,,12.693,,6.084,,,,13.46,14.018,,,,13.316
2015-10-04,,11.274,,7.645,,,,12.735,,,11.877,12.722,,,11.024,6.964,,,6.351,,,11.031,12.679,,,,,,12.69,,14.299,,12.66,,5.891,,,,12.936,13.762,,,,13.127
2015-10-05,,11.293,,7.734,,,,13.386,,,12.721,13.082,,,11.898,6.321,,,6.501,,,12.689,13.07,,,,,,12.827,,13.571,,13.115,,6.374,,,,12.951,13.702,,,,13.269
2015-10-06,,11.571,,8.939,,,,13.769,,,13.27,13.591,,,13.025,5.999,,,6.689,,,13.784,13.21,,,,,,13.431,,13.692,,14.198,,7.064,,,,13.248,13.714,,,,13.132
2015-10-07,,11.777,,8.716,,,,13.924,,,13.795,13.861,,,13.703,6.14,,,,,,14.2,13.57,,,,,,13.576,,13.627,,14.082,,,,,,13.518,13.778,,,,13.247
2015-10-08,,11.489,,7.94,,,,13.591,,,13.314,13.522,,,13.234,6.294,,,,,,13.388,13.348,,,,,,13.532,,13.219,,13.717,,,,,,13.328,11.717,,,,12.855
2015-10-09,,10.725,,7.125,,,,12.907,,,12.809,13.169,,,12.556,6.968,,,,,,12.438,13.0,,,,,,13.43,,13.051,,12.858,,,,,,12.881,10.809,,,,12.663
2015-10-10,,10.339,,6.907,,,,12.204,,,12.086,12.382,,,11.497,8.005,,,,,,11.417,11.902,,,,,,12.766,,12.859,,11.871,,,,,,12.322,9.391,,,,12.417
2015-10-11,,9.491,,5.96,,,,11.076,,,10.984,10.985,,,9.298,8.072,,,,,,9.272,10.1,,,,,,11.88,,12.726,,9.702,,,,,,10.985,10.438,,,,11.942
2015-10-12,,9.888,,5.482,,,,11.444,,,10.924,11.366,,,10.019,8.311,,,,,,10.563,10.64,,,,,,11.913,,13.336,,11.217,,,,,,11.301,10.813,,,,11.733
2015-10-13,,10.175,,5.722,,,,11.858,,,,,,,11.508,,,,,,,,11.696,,,,,,,,,,12.335,,,,,,11.65,11.742,,,,11.769
2015-10-14,,10.582,,6.117,,,,12.504,,,,,,,,,,,,,,,13.273,,,,,,,,,,13.342,,,,,,12.086,12.07,,,,11.912
2015-10-15,,10.158,,5.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.724,,,,11.49
2015-10-16,,9.855,,6.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.377,,,,11.038
2015-10-17,,9.141,,6.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,,,,10.46
2015-10-18,,8.959,,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71,,,,9.835
2015-10-19,,8.4,,5.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.295,,,,9.474
2015-10-20,,8.174,,5.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.188,,,,9.157
2015-10-21,,8.087,,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.953,,,,8.52
2015-10-22,,7.849,,5.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.171,,,,8.274
2015-10-23,,7.892,,4.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,,,,8.129
2015-10-24,,7.592,,5.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.55,,,,8.139
2015-10-25,,7.627,,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.431,,,,8.073
2015-10-26,,7.505,,5.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.837,,,,8.327
2015-10-27,,6.97,,5.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.435,,,,8.107
2015-10-28,,6.562,,4.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.957,,,,8.0
2015-10-29,,6.585,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,,,,7.894
2015-10-30,,6.534,,3.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.544,,,,7.755
2015-10-31,,6.067,,4.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32,,,,7.253
2015-11-01,,5.718,,3.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,6.995
2015-11-02,,5.816,,3.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.941,,,,6.848
2015-11-03,,5.559,,3.822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.82
2015-11-04,,5.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.773
2015-11-05,,5.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.745
2015-11-06,,5.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.462
2015-11-07,,5.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.589
2015-11-08,,5.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.331
2015-11-09,,4.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.995
2015-11-10,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.059
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.913
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.752
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.681
2015-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73
2015-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.733
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.626
2016-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31,,,7.351,,,,,,7.446,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,,,7.354,,,,,,8.321,9.613,,,7.947,,,,,,8.834,,,,,,8.087,,
2016-06-03,,,,,,,,,,,,,,,,,,,,6.608,,,,,,8.589,8.388,,,9.169,,,,,,9.392,,,,,,7.73,,
2016-06-04,,,,,,,,,,,,,,,,,,,,7.142,,,,,,9.178,8.288,,,9.807,,,,,,9.943,,,,,,7.306,,
2016-06-05,,,,,,,,,,,,,,,,,,,,7.393,,,,,,8.221,8.445,,,10.673,,,,,,10.406,,,,,,6.804,,
2016-06-06,,,,,,,,,,,,,,,,,,,,8.061,,,,,,7.694,8.737,,,9.924,,,,,,8.923,,,,,,6.481,,
2016-06-07,,,,,,,,,,,,,,,,,,5.841,,7.957,,,,,,8.036,8.269,,,9.638,,,,8.68,,9.073,,8.574,,,,6.611,,
2016-06-08,,,,,,,,,,,,,10.255,11.408,,,,6.242,,7.812,,,,,10.606,7.87,7.749,9.876,,8.336,,,,8.069,,8.932,,5.507,,,,6.894,,
2016-06-09,,,,,,,,,,,,,10.029,10.58,,,,5.983,,8.26,,,,,10.021,8.142,8.053,9.586,,7.724,,,,6.98,,8.057,,5.698,,,,6.961,,
2016-06-10,,,,,,,8.746,,,,,,10.345,11.123,,,,6.576,,9.216,,,,,10.039,9.02,10.543,9.812,,7.622,,,,7.166,,7.9,,6.619,,,,7.84,,
2016-06-11,,,,,,,8.584,,,,,,10.982,12.971,13.862,,,7.546,,9.714,,,,,10.312,9.52,9.246,9.917,11.417,7.144,,,,7.19,,7.109,,6.307,,,,7.512,,
2016-06-12,,,,,,,8.542,,,,,12.681,10.769,13.886,14.995,,,7.928,,9.776,,13.698,14.167,,10.465,9.443,9.075,9.288,12.104,7.95,12.223,,12.381,6.863,,7.389,12.719,6.982,,,,8.572,,
2016-06-13,,,,,,,7.427,,,,,11.782,8.482,12.362,13.223,,,6.974,,9.701,,12.115,11.847,,8.589,9.071,9.67,7.267,11.445,9.136,11.404,,10.323,7.406,,8.416,11.833,7.936,,,,8.615,,
2016-06-14,,,,,,,7.051,,,,,11.488,7.536,10.812,12.272,,,6.756,,10.414,,11.272,11.228,,7.464,9.167,9.676,7.171,11.104,8.943,11.059,,10.352,6.699,,9.301,11.579,7.662,,,,8.705,,
2016-06-15,,,,,,,6.822,,,,,11.167,7.4,9.893,10.833,8.16,,7.751,,10.314,,11.186,10.541,,7.193,9.581,9.455,7.035,10.507,8.938,10.466,,10.419,6.45,,9.318,11.177,7.98,,,,9.184,,
2016-06-16,,,8.711,,,,6.758,,,,,11.085,7.283,9.594,10.884,7.897,,8.356,,10.608,,10.809,9.923,,7.14,10.493,9.59,6.763,10.612,9.12,10.483,,10.363,6.155,,9.267,11.004,7.981,,,,10.008,,
2016-06-17,,,8.389,,,,7.155,,,10.543,,11.23,7.891,9.188,11.257,8.535,,8.94,10.932,10.562,,11.053,10.649,,8.004,11.929,9.66,7.484,10.889,9.504,10.645,,10.477,6.769,9.073,10.187,11.159,7.975,,,,10.168,,
2016-06-18,,,7.936,,,,8.365,,,11.347,,12.149,9.402,10.517,13.038,9.129,,9.752,12.669,10.481,,12.59,11.086,,9.326,11.9,9.115,8.393,11.269,8.837,11.52,,11.87,7.312,8.82,8.32,11.914,7.946,,,,9.652,,
2016-06-19,,,8.275,,,,8.534,,,11.588,,13.227,9.954,13.757,15.05,9.97,,10.641,13.242,10.172,,12.753,12.371,,9.777,11.791,,8.622,11.746,8.543,12.071,,13.46,7.631,10.246,6.287,12.891,9.212,,,,8.933,,
2016-06-20,,,8.47,,,,9.201,,,11.657,,13.566,11.168,13.237,15.839,8.923,,11.632,12.075,10.052,,12.685,15.332,,11.177,11.408,,9.72,11.468,7.518,11.913,,14.083,8.268,8.812,6.302,13.357,9.781,,,,9.359,,
2016-06-21,,,8.661,,,,8.365,,,12.498,,13.972,10.446,14.502,15.667,8.482,,11.869,12.749,9.243,,13.573,15.218,,9.513,11.718,,8.799,12.31,7.691,12.739,,14.062,7.875,11.429,5.258,13.84,10.534,,,,8.759,,
2016-06-22,,,7.671,,,,9.094,,,12.094,,13.795,10.343,16.3,15.552,8.51,,12.654,13.05,8.551,,15.174,15.14,,9.841,10.615,,9.102,12.322,7.403,12.491,,14.784,8.211,9.019,6.082,14.091,11.294,,22.832,,8.602,,
2016-06-23,,,7.415,,,,8.816,,,13.342,,14.459,10.433,15.752,16.331,7.919,,12.365,12.466,7.918,,15.572,16.022,,9.646,10.07,,9.685,13.426,7.222,13.805,,14.888,8.532,8.996,6.237,14.174,11.923,,21.963,,8.321,,
2016-06-24,,,8.196,,,,9.953,,,11.846,,13.575,10.96,15.368,15.516,7.226,,12.734,12.131,8.523,,14.88,13.649,,10.448,9.965,,10.346,12.048,7.959,11.927,,12.603,9.58,9.22,7.175,13.416,11.973,,21.474,,8.527,,
2016-06-25,,,8.11,,,,11.196,,,12.819,,13.851,12.825,15.328,17.382,7.64,,13.354,12.98,9.313,,14.778,17.108,,11.83,9.8,,11.516,12.407,9.93,13.243,,14.092,10.221,9.627,6.4,13.745,12.101,13.965,21.563,,8.74,,
2016-06-26,,,7.871,,,,11.797,,,11.97,,14.032,13.363,16.827,18.08,7.15,,13.365,12.358,9.757,,15.884,18.505,,12.796,10.548,,11.666,12.207,11.387,12.973,,14.983,11.148,12.244,6.778,13.777,13.252,14.307,21.908,,9.744,,
2016-06-27,,,8.449,,,,12.577,,,12.786,,13.65,13.59,18.123,17.517,7.292,,12.809,11.891,10.337,,15.693,18.927,,12.951,10.476,,12.194,12.399,11.386,13.104,,13.084,12.062,12.996,6.113,13.574,13.415,14.896,19.841,,8.004,,
2016-06-28,,,8.709,,,,12.879,,,11.684,,13.714,14.609,19.228,17.553,7.298,,13.53,12.911,10.087,,14.907,18.065,,14.356,11.732,,12.914,11.934,10.282,12.903,,14.395,11.5,13.151,5.692,13.662,13.923,16.463,9.618,,7.891,,
2016-06-29,,,8.119,,,,10.455,,,11.385,,12.98,12.009,19.81,17.496,7.245,,13.709,11.458,10.614,,15.046,18.562,,10.204,10.805,,10.473,11.563,10.397,12.035,,13.22,9.849,13.134,6.836,12.892,13.937,16.793,10.358,,9.04,,
2016-06-30,,,8.461,,,,11.524,,,11.578,,13.026,13.163,19.826,15.804,7.826,,12.859,13.14,10.334,,15.039,18.124,,12.72,10.079,,12.469,11.859,11.454,12.268,,12.641,11.147,13.359,7.698,12.98,14.01,16.553,10.978,,8.911,,
2016-07-01,,,8.883,,,,13.081,,,11.681,,13.038,13.976,20.123,15.186,9.021,,13.185,14.342,10.455,,15.87,17.128,,13.22,10.804,,13.724,11.456,12.259,11.512,,12.113,13.381,13.142,8.551,13.012,13.801,16.776,9.722,,8.647,,
2016-07-02,,,9.841,,,,13.98,,,13.825,,14.026,14.728,18.574,17.747,9.905,,11.58,12.52,8.953,,14.868,18.529,,14.512,10.627,,14.339,14.019,12.369,14.068,,12.891,13.372,12.488,10.848,13.909,13.943,16.708,13.459,,8.819,,
2016-07-03,,,10.625,,,,13.694,,,14.279,,15.084,14.351,17.811,15.947,10.927,,10.577,12.654,9.227,,15.148,16.554,,13.999,11.292,,14.022,14.352,9.224,14.388,,14.52,13.492,13.081,7.246,14.925,11.67,15.912,10.871,,8.757,,
2016-07-04,,,11.372,,,,9.779,,,12.269,,14.614,10.528,16.077,15.415,10.871,,11.331,12.618,8.839,,13.97,16.311,,10.073,12.42,,9.669,12.331,7.077,11.936,,15.054,9.728,13.16,8.081,14.512,11.737,16.113,7.953,,8.643,,
2016-07-05,,,11.967,,,,11.215,,,12.365,,13.483,11.074,13.783,16.065,10.066,,11.696,13.604,6.828,,13.851,16.407,,10.344,11.468,,10.841,12.793,6.629,12.23,,13.24,10.966,12.812,6.811,13.259,11.767,16.395,6.977,,8.403,,
2016-07-06,,,12.366,,,,11.639,,,13.045,,13.447,12.266,14.317,15.436,9.21,,11.52,13.004,6.84,,14.216,15.791,,12.115,10.345,,11.715,13.025,7.724,12.653,,12.77,11.442,12.613,8.032,13.478,11.842,16.141,10.118,,8.081,,
2016-07-07,,,12.43,,,,11.726,,,13.575,,13.775,12.558,14.215,15.764,9.509,,9.028,12.942,6.564,,14.264,16.329,,12.21,9.27,,11.848,13.323,8.759,13.459,,13.352,11.956,13.779,8.623,13.881,11.957,15.309,11.636,,7.487,,
2016-07-08,,,12.971,,,,12.123,,,14.388,,14.705,13.349,14.767,16.945,10.028,,9.779,13.441,7.285,,15.49,17.288,,12.778,9.047,,12.539,14.714,9.469,14.506,,14.996,12.113,14.046,10.061,14.701,11.921,14.583,12.279,,8.535,,
2016-07-09,,,13.31,,,,12.984,,,14.958,,15.305,13.555,15.35,17.88,10.324,,11.084,14.883,8.209,,16.106,18.216,,13.514,8.98,,12.92,15.172,11.374,14.952,,15.623,12.52,14.061,10.526,15.396,12.817,14.941,13.074,,7.78,,
2016-07-10,,,13.467,,,,12.872,,,15.339,,15.579,13.251,15.347,17.332,10.436,,11.996,15.456,8.887,,15.865,17.801,,13.494,8.905,,12.689,15.27,12.564,15.278,,15.714,12.365,15.914,10.751,15.63,12.614,14.904,14.063,,8.139,,
2016-07-11,,,13.795,,,,13.414,,,15.357,,15.556,14.312,16.278,16.008,10.08,,12.103,15.731,10.771,,15.618,16.47,,14.109,9.576,,,15.365,11.652,15.342,,15.697,12.343,16.976,10.335,15.592,13.194,15.067,14.2,,8.297,,
2016-07-12,,,13.938,,,,14.137,,,15.417,,15.78,14.518,16.964,16.362,10.484,,11.923,16.714,12.103,,16.781,16.157,,14.508,10.735,,,15.981,12.69,15.672,,16.322,13.288,16.442,7.256,15.953,14.057,15.714,14.609,,8.829,,
2016-07-13,,,14.568,,,,14.104,,,16.37,,16.667,15.179,16.873,18.369,10.999,,11.074,16.498,12.339,,17.695,17.575,,15.972,11.977,,,16.426,13.096,16.32,,17.045,14.471,16.281,7.558,16.728,13.277,16.152,14.813,,10.072,,
2016-07-14,,,14.251,,,,14.748,,,17.219,,17.723,16.194,18.342,19.514,11.664,,13.394,15.929,12.636,,17.616,19.41,,16.952,13.365,,,17.242,12.832,17.433,,17.904,14.463,17.203,7.966,17.658,14.249,16.61,15.798,,9.919,,
2016-07-15,,,14.565,,,,14.05,,,17.963,,18.733,15.105,18.44,20.262,12.961,,15.224,16.763,11.703,,18.317,19.836,,14.722,15.08,,,17.922,10.041,18.108,,19.077,13.949,16.994,5.689,18.627,14.951,17.673,13.554,,9.45,,
2016-07-16,,,14.958,,,,13.129,,,16.369,,17.942,12.743,18.233,19.66,13.453,,15.584,15.599,12.549,,18.531,19.558,,13.034,13.876,,,16.039,7.561,15.83,,17.948,13.174,14.479,6.82,17.68,16.131,18.313,10.896,,10.881,,
2016-07-17,,,15.084,,,,14.339,,,17.472,,17.625,14.482,17.123,20.211,12.205,,15.5,16.517,11.138,,19.048,19.1,,13.836,12.383,,,17.215,7.503,17.429,,16.967,14.769,13.253,8.857,17.494,15.518,18.396,14.899,,10.909,,
2016-07-18,,,14.68,,,,15.026,,,17.99,,18.733,15.555,17.194,21.297,9.65,,15.371,16.308,9.083,,19.61,20.244,,15.065,11.15,,,18.067,8.456,18.408,,18.062,14.72,15.779,9.464,18.714,15.33,18.262,15.913,,9.732,,
2016-07-19,,,15.513,,,,15.031,,,17.191,,19.017,15.203,16.858,20.805,9.318,,14.349,16.022,8.877,,18.769,19.161,,14.819,11.101,,,17.144,6.589,17.217,,18.88,14.208,16.652,7.983,18.879,15.083,17.329,11.443,,9.035,,
2016-07-20,,,14.481,,,,13.187,,,14.988,,16.958,12.367,14.81,19.21,7.99,,13.236,10.586,8.398,,16.029,17.904,,11.996,11.011,,,14.778,6.215,14.892,,17.411,12.916,14.549,7.319,16.534,15.231,17.632,8.687,,9.325,,
2016-07-21,,,14.091,,,,13.502,,,14.881,,15.929,14.181,15.363,19.312,6.527,,13.543,10.13,7.666,,16.414,17.734,,13.082,11.172,,,14.186,5.632,14.551,,16.802,13.38,10.006,6.506,15.508,15.836,17.666,9.779,,8.776,,
2016-07-22,,,14.672,,,,13.854,,,15.891,,16.52,14.863,15.403,20.079,5.702,,13.831,9.222,6.203,,17.315,19.95,,14.926,11.033,,,16.18,6.827,16.397,,17.249,13.711,10.227,4.457,16.391,14.911,17.453,13.754,,8.6,,
2016-07-23,,,15.186,,,,13.879,,,16.409,,17.186,14.138,16.918,19.927,5.453,,14.286,10.157,6.39,,17.998,19.259,,13.841,11.617,,,16.498,7.449,16.548,,17.515,13.583,11.735,5.685,17.122,15.295,17.375,14.055,,9.807,,
2016-07-24,,,15.293,,,,15.307,,,16.683,,17.509,15.076,18.394,20.084,5.824,,14.35,10.741,6.922,,18.994,19.682,,14.949,11.537,,,16.778,7.704,16.547,,17.653,14.434,11.956,5.497,17.57,15.691,17.262,14.535,,10.07,,
2016-07-25,,,14.769,,,,16.184,,,18.913,,18.865,17.503,18.892,21.436,6.105,,13.746,12.564,6.706,,19.986,20.645,,17.567,11.037,,,18.904,9.796,19.138,,18.503,16.102,13.734,5.086,18.797,15.978,18.091,15.307,,8.505,,
2016-07-26,,,14.944,,,,17.186,,,19.595,,19.794,17.937,18.342,21.244,7.952,,14.016,13.376,6.889,,19.101,21.046,,18.24,10.974,,,19.674,10.947,19.682,,18.678,17.002,13.475,6.368,19.731,15.462,18.536,16.452,,8.676,,
2016-07-27,,,14.984,,,,17.883,,,18.97,,19.557,18.384,19.126,19.113,10.232,,13.042,14.02,7.782,,19.353,19.836,,18.089,10.873,,,18.974,10.238,18.885,,18.327,17.624,13.533,7.523,19.527,15.092,18.433,17.474,,8.267,,
2016-07-28,,,15.579,,,,18.383,,,19.292,,19.864,18.54,19.912,20.287,10.862,,13.556,15.412,8.271,,19.566,20.654,,18.442,11.723,,,19.166,10.764,19.29,,18.343,17.905,13.919,8.598,19.845,15.344,18.594,17.859,,8.765,,
2016-07-29,,,15.606,,,,18.719,,,19.423,,20.409,19.017,20.121,20.91,11.231,,14.657,16.224,8.98,,20.343,21.869,,19.062,12.203,,,19.772,11.301,19.681,,18.884,18.107,15.255,7.602,20.41,15.827,19.073,18.375,,9.403,,
2016-07-30,,,15.709,,,,18.844,,,19.472,,20.289,19.431,20.133,20.567,11.008,,14.413,16.787,9.209,,20.459,20.566,,19.26,12.088,,,19.233,10.442,19.221,,18.992,18.861,15.479,7.264,20.279,16.472,19.662,17.375,,9.46,,
2016-07-31,,,15.931,,,,19.374,,,19.345,,20.428,18.859,19.453,21.113,9.942,,14.499,17.012,8.867,,20.032,20.488,,19.296,12.564,,,19.092,9.793,19.036,,19.182,17.399,14.83,6.614,20.326,16.861,20.1,14.657,,9.43,,
2016-08-01,,,16.643,,,,16.245,,,19.632,,20.239,18.401,18.556,21.737,8.856,,15.018,15.914,7.689,,20.132,21.013,,18.834,13.226,,,19.48,10.452,19.339,,19.374,17.093,14.236,7.408,20.35,17.488,20.022,16.229,,9.168,,
2016-08-02,,,17.778,,,,17.064,,,20.282,,20.467,17.966,19.6,22.268,8.047,,11.465,13.33,7.286,,20.561,21.431,,18.311,13.541,,,20.028,10.733,20.276,,20.074,15.631,13.366,8.722,20.528,17.587,19.997,18.513,,9.126,,
2016-08-03,,,18.05,,,,17.581,,,20.616,,20.924,17.717,19.687,22.682,8.701,,12.762,13.631,7.127,,20.867,21.982,,17.259,12.175,,,20.552,11.908,20.68,,20.477,16.253,15.166,10.057,20.883,17.88,19.878,19.405,,8.987,,
2016-08-04,,,17.06,,,,17.748,,,20.868,,21.238,18.151,20.514,22.611,9.277,,13.28,14.319,7.472,,21.227,21.995,,17.563,12.406,,,20.876,12.591,21.035,,21.09,16.547,14.89,11.097,21.187,17.359,19.963,19.683,,9.369,,
2016-08-05,,,16.6,,,,16.782,,,19.644,,21.249,17.866,20.573,22.783,9.088,,14.364,15.486,7.937,,20.821,22.742,,17.822,12.438,,,19.517,11.446,20.013,,21.19,16.21,15.7,7.865,21.104,16.84,20.307,17.088,,9.646,,
2016-08-06,,,16.683,,,,16.868,,,18.027,,19.822,17.957,20.239,22.054,8.918,,14.161,16.33,7.318,,19.129,21.521,,18.275,12.216,,,18.244,8.315,18.391,,19.779,15.652,16.47,4.88,19.648,17.11,20.535,16.562,,9.573,,
2016-08-07,,,16.596,,,,13.694,,,18.088,,19.419,14.331,20.005,22.198,8.837,,15.586,16.226,8.001,,20.145,21.325,,13.717,12.049,,,17.703,7.023,17.885,,19.623,14.327,14.382,5.505,19.26,17.619,20.23,13.265,,9.443,,
2016-08-08,,,16.469,,,,14.875,,,17.967,,18.828,14.414,19.586,21.883,8.967,,15.213,12.103,8.772,,19.082,20.912,,12.888,12.368,,,17.509,6.312,17.762,,18.618,14.531,15.447,6.107,18.777,17.006,20.593,9.037,,9.643,,
2016-08-09,,,16.768,,,,16.891,,,17.106,,18.258,16.461,19.352,21.086,8.355,,15.304,9.139,10.133,,18.783,20.396,,15.657,12.032,,,17.035,5.672,16.953,,18.175,15.469,10.535,6.492,18.032,16.376,19.804,9.771,,9.091,,
2016-08-10,,,16.618,,,,17.286,,,17.594,,18.299,17.65,19.314,21.66,7.915,,15.201,9.968,9.442,,19.343,21.021,,17.407,12.17,,,17.401,6.42,17.593,,18.79,16.042,8.463,5.181,18.218,16.364,20.36,15.534,,8.695,,
2016-08-11,,,16.927,,,,17.749,,,18.038,,18.881,17.814,20.081,21.901,7.452,,15.529,11.014,9.607,,19.497,21.308,,17.693,13.418,,,18.02,7.58,18.097,,19.163,16.222,9.148,5.554,18.862,16.802,20.212,16.463,,10.593,,
2016-08-12,,,17.42,,,,18.071,,,17.905,,18.749,17.946,19.429,21.053,8.553,,14.736,9.692,10.7,,18.719,20.614,,17.563,14.092,,,17.936,8.514,17.843,,18.367,14.611,10.352,6.023,18.75,16.919,20.053,15.648,,10.466,,
2016-08-13,,,17.531,,,,18.02,,,17.547,,18.309,17.395,18.63,19.691,7.8,,14.565,10.236,11.055,,18.323,20.19,,17.592,14.303,,,17.359,9.128,17.357,,18.501,18.093,11.678,7.952,18.291,16.787,19.742,16.355,,12.035,,
